custom/avg_speed,custom/total_distance,custom/routes_completed,custom/mean_reward,custom/total_reward,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/episodes,train/std,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/ent_coef,train/actor_loss,train/n_updates
15.344608902108089,22.562331830267794,0.5476190476190477,0.1320951712537654,14.002088152899134,,,,,,,,,,,,,
9.47435098135728,7.2165152709931135,0.07291666666666667,0.04068453678525568,2.278334059974318,,,,,,,,,,,,,
15.678175041246405,18.394737554946914,0.09473684210526316,0.2781337232177046,23.64136647350489,,,,,,,,,,,,,
,,,,,78.4,21,8.4057768,71,1568,20,0.04978706315159798,,,,,,
8.63831643535841,6.35289687756449,0.07142857142857142,0.07296336835038325,3.8670585225703125,,,,,,,,,,,,,
9.854260849596436,7.8140584758948535,0.02280130293159609,0.017015664908542137,0.9869085646954439,,,,,,,,,,,,,
9.607713357654807,7.865575366886333,0.031746031746031744,-0.03760687334804116,-2.2564124008824695,,,,,,,,,,,,,
12.66091614668702,13.752636555756908,0.03131115459882583,0.02963864153572028,2.3414526813219023,,,,,,,,,,,,,
,,,,,75.58333333333333,22,7.198754791666666,82,1814,24,0.04978706315159798,,,,,,
12.610287204731483,11.569047535769641,0.3076923076923077,-0.034410908055248345,-2.305530839701639,,,,,,,,,,,,,
16.329764881892654,26.57152803358622,0.07180851063829788,0.212121984518229,25.030394173151024,,,,,,,,,,,,,
10.590770654583553,7.346130686812103,0.13793103448275862,-0.03359261533147712,-1.7132233819053333,,,,,,,,,,,,,
18.94215207293452,31.918738381937146,0.0955223880597015,0.10346031081942762,12.62215791997017,,,,,,,,,,,,,
,,,,,77.42857142857143,22,7.361406607142856,98,2168,28,0.04978706315159798,,,,,,
12.233912721146766,10.714601612184197,0.1896551724137931,0.140112341545639,8.967189858920896,,,,,,,,,,,,,
11.672255401129403,9.724766197847202,0.08035714285714286,0.1396970685062136,8.52152117887903,,,,,,,,,,,,,
15.053687204283602,21.13986494851997,0.5,0.2165815972513506,22.09132291963776,,,,,,,,,,,,,
15.919160877794324,22.794069403549656,0.0359375,0.028325067567872068,2.945807027058695,,,,,,,,,,,,,
,,,,,77.96875,21,7.761258375000001,113,2495,32,0.04978706315159798,,,,,,
13.295185750270425,13.859222685918212,0.3111111111111111,0.10618089833637154,8.069748273564237,,,,,,,,,,,,,
11.425375240067606,9.058810014510527,0.014729950900163666,0.004539797126344352,0.2633082333279724,,,,,,,,,,,,,
11.771542612301495,10.63956816541031,0.2619047619047619,-0.006226599963706491,-0.4109555976046284,,,,,,,,,,,,,
12.643898418804168,12.320279816864058,0.16666666666666666,0.06951260062553853,4.935394644413236,,,,,,,,,,,,,
,,,,,76.72222222222223,22,7.248147194444444,125,2762,36,0.04978706315159798,,,,,,
10.980181094562461,9.181008035084233,0.04405286343612335,-0.008354328205508845,-0.5096140205360395,,,,,,,,,,,,,
12.936971551619578,12.488766118185595,0.030927835051546393,0.16533516046769564,11.573461232738694,,,,,,,,,,,,,
11.63214652482396,12.634854301286396,0.29545454545454547,0.06974057375206703,5.509505326413295,,,,,,,,,,,,,
18.074146882465964,28.64849080890417,0.10074626865671642,0.03803301919468008,4.373797207388209,,,,,,,,,,,,,
,,,,,77.075,22,7.0398994,138,3083,40,0.04978706315159798,,,,,,
16.936627714129184,23.80008140997961,0.5106382978723404,0.04819774139073656,4.916169621855129,,,,,,,,,,,,,
19.710476419532544,30.70249981689267,0.12987012987012986,0.3080416659818211,34.80870825594578,,,,,,,,,,,,,
12.092470091299537,13.279683092609048,0.13541666666666666,0.12106226970889185,9.684981576711348,,,,,,,,,,,,,
15.099806539579255,18.2778749584686,0.11320754716981132,0.11768153875543064,10.355975410477896,,,,,,,,,,,,,
,,,,,78.68181818181819,22,7.751754954545453,153,3462,44,0.04978706315159798,,,,,,
9.777193261391133,8.280117040965706,0.09523809523809523,0.03649925981216808,2.262954108354421,,,,,,,,,,,,,
15.088378320901109,18.927607719087973,0.10982658959537572,0.20961063423562037,19.074567715441454,,,,,,,,,,,,,
17.721172930370095,26.8593099238351,0.10714285714285714,0.15703514692039133,17.273866161243046,,,,,,,,,,,,,
10.837992274459152,9.035321863775607,0.021844660194174758,0.1035207732314213,6.314767167116699,,,,,,,,,,,,,
,,,,,78.79166666666667,22,8.035812958333333,167,3782,48,0.04978706315159798,,,,,,
10.651728335524544,8.590519145131111,0.23076923076923078,-0.016636077010390566,-0.9815285436130434,,,,,,,,,,,,,
9.858652291613021,8.356072581373155,0.018518518518518517,-0.034883473387473156,-2.1627753500233355,,,,,,,,,,,,,
12.47649110782848,13.025704954052344,0.22413793103448276,0.012591842171283396,0.9569800050175381,,,,,,,,,,,,,
13.220629676793644,14.959282803349197,0.03189066059225513,0.23775104933045924,19.495586045097657,,,,,,,,,,,,,
,,,,,78.01923076923077,22,7.745048769230769,178,4057,52,0.04978706315159798,,,,,,
19.162275150608867,40.50793337717187,0.6896551724137931,0.18083480482387346,27.66772513805264,,,,,,,,,,,,,
16.294408606998186,27.43835674750153,0.09574468085106383,0.22904694845350518,27.943727711327632,,,,,,,,,,,,,
10.94540149959416,10.158517950912938,0.25,0.0337486979473793,2.261162762474413,,,,,,,,,,,,,
18.415694123292756,27.65276706928853,0.056179775280898875,0.2747600668706236,29.948847288897973,,,,,,,,,,,,,
,,,,,80.42857142857143,23,8.754986196428572,195,4504,56,0.04978706315159798,,,,,,
10.86380570658861,11.00270346715115,0.24444444444444444,-0.03382516700415077,-2.503062358307157,,,,,,,,,,,,,
13.374926170005446,14.12407060910482,0.027237354085603113,0.23383034133176583,18.00493628254597,,,,,,,,,,,,,
13.217969821552321,16.32202141173184,0.40476190476190477,0.2755480143664915,24.523773278617746,,,,,,,,,,,,,
15.947467709238323,23.28629075270146,0.03986135181975736,0.1109453475531403,11.760206840632872,,,,,,,,,,,,,
,,,,,80.76666666666667,23,9.029682,209,4846,60,0.04978706315159798,,,,,,
12.82183895261621,11.767127513652667,0.05286343612334802,-0.05374024823255146,-3.600596631580948,,,,,,,,,,,,,
15.246395430916643,19.490332861430943,0.05099150141643059,0.15260816105329628,14.192558977956555,,,,,,,,,,,,,
17.053762172959352,23.961090503027663,0.5681818181818182,0.2667026124632548,27.203666471251985,,,,,,,,,,,,,
11.665643827713895,10.234085000643972,0.029154518950437316,0.10537775127974897,6.744176081903934,,,,,,,,,,,,,
,,,,,80.75,23,9.156819046875,221,5168,64,0.04978706315159798,,,,,,
18.92668571239765,43.697126016253605,0.9574468085106383,0.05901981452903094,9.856309026348168,,,,,,,,,,,,,
15.04077340105628,22.001666405936703,0.07094594594594594,0.09143743632964328,9.692368250942188,,,,,,,,,,,,,
15.331699349043125,26.252134431852028,0.28125,0.11318572966303636,14.035030478216509,,,,,,,,,,,,,
17.744227502829133,27.39059494691901,0.10526315789473684,0.22714656583748555,25.44041537379838,,,,,,,,,,,,,
,,,,,83.42647058823529,23,9.48200161764706,240,5673,68,0.04978706315159798,,,,,,
13.72951209667868,16.231231840793043,0.19047619047619047,0.19192655224960103,16.50568349346569,,,,,,,,,,,,,
11.406227685474384,11.901692994870245,0.030927835051546393,0.06884659795196635,5.2323414443494425,,,,,,,,,,,,,
16.682126461518358,26.676803667098284,0.10317460317460317,0.0823534333624251,9.55299827004131,,,,,,,,,,,,,
15.943816788525654,19.28531665157061,0.054285714285714284,0.23092707548249428,20.321582642459497,,,,,,,,,,,,,
,,,,,83.81944444444444,23,9.668108055555557,256,6035,72,0.04978706315159798,,,,,,
10.630220961040525,8.561094398610294,0.23076923076923078,-0.02422900187844319,-1.4295111108281482,,,,,,,,,,,,,
13.717127968871877,16.98296763561666,0.08823529411764706,0.14099654593149838,12.689689133834854,,,,,,,,,,,,,
18.364699999165172,32.92086957208812,0.5517241379310345,0.009305234503661877,1.209680485476044,,,,,,,,,,,,,
13.680829277345932,15.681199027691036,0.024615384615384615,0.2623718304517684,21.776861927496775,,,,,,,,,,,,,
,,,,,84.11842105263158,23,9.60612642105263,270,6393,76,0.04978706315159798,,,,,,
15.757397613193076,21.24802459171042,0.3620689655172414,0.08938346044149999,8.759579123266999,,,,,,,,,,,,,
11.260669887304442,10.240434182807803,0.03206997084548105,0.05133945524109103,3.388404045912008,,,,,,,,,,,,,
11.524759110436456,10.238380468916148,0.25,0.12752304468120523,8.161474859597135,,,,,,,,,,,,,
13.166785986312766,13.021566702984273,0.037037037037037035,0.22420766486412086,16.142951870216702,,,,,,,,,,,,,
,,,,,83.6125,23,9.5779203625,283,6689,80,0.04978706315159798,,,,,,
11.393134338021772,12.43366190418601,0.28888888888888886,0.01328570849520408,1.0495709711211223,,,,,,,,,,,,,
8.702104042690527,7.724098909413442,0.0196078431372549,0.0005403751221182281,0.03512438293768483,,,,,,,,,,,,,
18.364819938764892,31.41154774383176,0.7142857142857143,0.15304066958041776,18.977043027971803,,,,,,,,,,,,,
10.149000092874939,8.325124660274014,0.03619909502262444,-0.002887129459015843,-0.1732277675409506,,,,,,,,,,,,,
,,,,,83.48809523809524,23,9.355209464285714,295,7013,84,0.04978706315159798,,,,,,
13.402861047375069,13.041227534413338,0.06167400881057269,0.007524263894751522,0.5266984726326065,,,,,,,,,,,,,
19.025218166343034,28.82451770454645,0.0914826498422713,0.1646923723678913,18.116160960468044,,,,,,,,,,,,,
12.927450458245746,11.317647258052602,0.2727272727272727,-0.03590872281569529,-2.2981582602044988,,,,,,,,,,,,,
8.679095526189583,6.187105542514473,0.011804384485666104,0.01074016526289201,0.5584885936703845,,,,,,,,,,,,,
,,,,,83.01136363636364,23,9.118822295454548,307,7305,88,0.04978706315159798,,,,,,
8.991887529700861,6.1138262518215925,0.14893617021276595,-0.0840423471721542,-4.20211735860771,,,,,,,,,,,,,
10.31932727338356,7.46820384147577,0.0175054704595186,-0.06915350420095488,-3.665135722650609,,,,,,,,,,,,,
10.16212251712584,8.073496539378539,0.09375,0.04965789202817206,2.8304998456058073,,,,,,,,,,,,,
14.66641738266702,16.123727936064824,0.061068702290076333,0.2763366417840606,22.10693134272485,,,,,,,,,,,,,
,,,,,81.96739130434783,23,8.904804130434785,317,7541,92,0.04978706315159798,,,,,,
10.154419463283006,11.192676514619961,0.13095238095238096,0.21182407121262847,16.945925697010278,,,,,,,,,,,,,
9.021948728252273,6.880651475628838,0.0196078431372549,-0.036620249971011064,-2.0507339983766197,,,,,,,,,,,,,
11.716430330820973,13.164225790416822,0.051587301587301584,0.16449675163320673,13.488733633922951,,,,,,,,,,,,,
14.561841523138927,18.384962265146896,0.05217391304347826,0.3541908009706052,32.23136288832507,,,,,,,,,,,,,
,,,,,81.72916666666667,23,9.1622175625,329,7846,96,0.04978706315159798,,,,,,
12.826105477676071,12.834494822891429,0.3333333333333333,0.1593700993212228,11.634017250449265,,,,,,,,,,,,,
13.003278985663012,11.96593132475391,0.0326975476839237,0.07615939949069565,5.1026797658766085,,,,,,,,,,,,,
9.779932583273585,8.289918742608279,0.15517241379310345,-0.011217027403452923,-0.6954556990140812,,,,,,,,,,,,,
14.429550386817947,16.63827778759878,0.023222060957910014,0.0090815061495196,0.7628465165596463,,,,,,,,,,,,,
,,,,,81.28,23,8.960924949999999,342,8128,100,0.04978706315159798,,,,,,
11.021292442294897,9.96627962985076,0.1724137931034483,0.0851001945669806,5.61661284142072,,,,,,,,,,,,,
8.73262590135471,6.7807610258460045,0.022364217252396165,-0.06416704134636034,-3.6575213567425395,,,,,,,,,,,,,
13.440448218660158,12.500748748192564,0.29545454545454547,-0.05989702424140139,-4.072997648415295,,,,,,,,,,,,,
9.762640719776922,7.058198205893859,0.08247422680412371,-0.02694853081583076,-1.4282721332390302,,,,,,,,,,,,,
,,,,,80.08,23,8.46725217,353,8368,104,0.04978706315159798,,,,,,
9.094950124752893,6.94134665094316,0.15555555555555556,-0.021361199667103956,-1.1962271813578216,,,,,,,,,,,,,
12.101267472357051,10.774382029892877,0.02849740932642487,0.09705331761870939,6.30846564521611,,,,,,,,,,,,,
15.536180422687922,19.663595898542553,0.47619047619047616,0.21719945991572298,19.982350312246513,,,,,,,,,,,,,
10.705010602303643,10.401468962663785,0.040983606557377046,0.04797512777201398,3.4062340718129924,,,,,,,,,,,,,
,,,,,79.9,23,8.6436436,364,8648,108,0.04978706315159798,,,,,,
8.88925301736865,7.039566252438817,0.030837004405286344,-0.015784355199533133,-0.9154926015729217,,,,,,,,,,,,,
13.908240167396913,17.780066446168348,0.4358974358974359,0.1777625348321407,16.531915739389085,,,,,,,,,,,,,
12.988593179796599,13.713394913589582,0.3181818181818182,0.10561283335123636,8.1321881680452,,,,,,,,,,,,,
9.118395124732645,7.196954853832722,0.018867924528301886,0.01697380739120147,0.9844808286896853,,,,,,,,,,,,,
,,,,,79.17,23,8.31818945,376,8930,112,0.04978706315159798,,,,,,
10.825410721464978,12.882467937422916,0.2978723404255319,0.19978937056298385,17.18188586841661,,,,,,,,,,,,,
9.97300038894491,9.568828992079943,0.017964071856287425,0.03378364160127497,2.364854912089248,,,,,,,,,,,,,
11.574338036050518,12.396665803273208,0.13541666666666666,0.07570844297841735,5.905258552316553,,,,,,,,,,,,,
9.6253478833444,8.020795607706532,0.04519774011299435,0.02436876326246501,1.4864945590103655,,,,,,,,,,,,,
,,,,,79.7,23,8.60461634,389,9221,116,0.04978706315159798,,,,,,
16.24820273753156,24.625213929684833,0.30952380952380953,0.2572468075724505,28.297148832969555,,,,,,,,,,,,,
15.165464409842608,14.995861965697259,0.046583850931677016,0.18561701852398643,13.364425333727024,,,,,,,,,,,,,
15.839940387885916,23.57324263593182,0.09126984126984126,0.11249654726944855,12.149627105100443,,,,,,,,,,,,,
7.934049456603385,5.821481636259705,0.01834862385321101,-0.08495634179737008,-4.587642457057984,,,,,,,,,,,,,
,,,,,79.93,23,8.52407748,404,9561,120,0.04978706315159798,,,,,,
8.078738335643923,5.018727517395746,0.1282051282051282,-0.10555443899358181,-4.855504193704763,,,,,,,,,,,,,
17.243920631546118,24.004359134007245,0.08741258741258741,0.1536405984375629,15.517700442193853,,,,,,,,,,,,,
15.730041647465237,21.404292242834345,0.3620689655172414,0.05443112305863141,5.388681182804509,,,,,,,,,,,,,
18.104599013447988,27.66989036463201,0.06352941176470588,0.21759314267658042,24.152838837100425,,,,,,,,,,,,,
,,,,,81.0,23,8.87672081,418,9914,124,0.04978706315159798,,,,,,
10.321571578309184,7.587584611639613,0.13793103448275862,0.03823264241322969,2.0645626903144034,,,,,,,,,,,,,
9.877873527441954,7.812385336495936,0.036036036036036036,0.058894230967752495,3.415865396129645,,,,,,,,,,,,,
10.821650136797414,16.853116733254865,0.38636363636363635,0.265610056559023,30.013936391169594,,,,,,,,8.08945328128e-05,-0.0249403772468213,1.9413240732392296,0.9922183584421873,-4.329657468944788,128
2.2293910157296177,3.728926228126511,0.007194244604316547,-0.04799998310298589,-6.095997854079208,,,,,,,,8.066573312e-05,-0.060519653488881886,2.4759167046286166,0.9816925982013345,-7.129601836204529,256
,,,,,80.94,23,8.834356119999999,435,10262,128,0.04981592297554016,,,,,,
7.644115963648355,3.079057495575398,0.06666666666666667,-0.25028751176413955,-7.758912864688327,,,,,,,,,,,,,
16.841556814805266,14.043451954377815,0.03333333333333333,0.22982814757711675,14.019517002204122,,,,,,,,8.05514555392e-05,-0.07813330291537568,2.2050507916137576,0.9765560775995255,-8.38832974433899,320
9.316407138195679,5.393797285389155,0.14285714285714285,-0.11516157373365223,-4.951947670547046,,,,,,,,8.04372594688e-05,-0.0982469756854698,2.5230498714372516,0.9714275235310197,-9.773591428995132,384
10.63724413926319,5.5890916949138045,0.014084507042253521,-0.10548142535357807,-4.113775588789545,,,,,,,,,,,,,
,,,,,79.37,23,8.3810479,444,10432,132,0.04981862008571625,,,,,,
2.994365906058149,4.035811396082863,0.01762114537444934,-0.06377295505771588,-6.313522550713872,,,,,,,,8.020911185920001e-05,-0.13253793644253165,2.410587160848081,0.9613510528579354,-12.02007170021534,512
1.5253071625710297,2.3985314771998674,0.0034662045060658577,-0.056320774078377774,-6.5895305671702,,,,,,,,7.99812902912e-05,-0.16408200818113983,1.8733324189670384,0.9514504242688417,-14.075573414564133,640
7.400310820856397,3.060986813623458,0.06818181818181818,-0.23481752667532538,-7.514160853610412,,,,,,,,,,,,,
11.97488380725522,6.291353750508279,0.022950819672131147,-0.07462886978399429,-2.9105259215757773,,,,,,,,7.986750177280001e-05,-0.18100760784000158,1.7985114278271794,0.9466508571058512,-15.01211902499199,704
,,,,,79.53,23,8.01918413,458,10715,136,0.0498184971511364,,,,,,
11.52901801512411,5.581114028347656,0.1276595744680851,-0.14942441163256465,-5.3792788187723275,,,,,,,,,,,,,
11.74155302701047,7.6765349640045315,0.01951219512195122,-0.016588020288378025,-0.7962249738421452,,,,,,,,7.97537947648e-05,-0.19811001606285572,2.0105417976155877,0.9418646600097418,-15.796695187687874,768
14.159666747290842,9.82858224195661,0.10416666666666667,0.12642101654628915,6.447471843860747,,,,,,,,7.96401692672e-05,-0.2163118990138173,1.940115313977003,0.9371014963835478,-16.729505106806755,832
11.033486270134576,5.8115350073203444,0.01293103448275862,-0.10003089344009464,-3.901204844163691,,,,,,,,7.952662528e-05,-0.2348533149342984,1.7773898672312498,0.9323132503777742,-17.531775563955307,896
,,,,,78.02,23,7.773419979999999,468,10885,140,0.04981636628508568,,,,,,
2.758431153107322,3.065910689998418,0.023809523809523808,-0.08585310432639116,-7.469220076396031,,,,,,,,7.94131628032e-05,-0.25093272677622736,1.7104444904252887,0.9275565212592483,-18.293176263570786,960
7.908962103613318,2.9285944347502664,0.011406844106463879,-0.28240501424329695,-8.189745413055611,,,,,,,,,,,,,
12.842272047278543,7.845320504507981,0.031746031746031744,-0.0921363365331384,-4.146135143991228,,,,,,,,7.929978183680001e-05,-0.270049273269251,1.6827460220083594,0.9228458888828754,-19.045049607753754,1024
11.825089713708364,7.891299048205838,0.03619909502262444,-0.00015390833405053066,-0.007541508368476002,,,,,,,,7.91864823808e-05,-0.2879597020801157,1.7008576225489378,0.9181130276992917,-19.832908749580383,1088
,,,,,76.29,23,6.97764383,479,11091,144,0.04981595650315285,,,,,,
9.091661359448134,5.162342219497077,0.1282051282051282,-0.12996859629046237,-5.45868104419942,,,,,,,,,,,,,
6.693100532926175,3.0277222130680457,0.02,-0.22668639909256952,-7.934023968239933,,,,,,,,7.90732644352e-05,-0.29447443573735654,1.8893473912030458,0.9134934600442648,-20.293654769659042,1152
6.739820758667111,3.0434093228541315,0.05172413793103448,-0.22979681403290653,-8.042888491151729,,,,,,,,,,,,,
5.325458627975021,3.6792699253419414,0.01238390092879257,-0.13786325340798372,-7.168889177215153,,,,,,,,7.8960128e-05,-0.3122317064553499,1.6769792390987277,0.9089540215209126,-20.593376129865646,1216
,,,,,74.69,23,6.24233858,487,11251,148,0.049815718084573746,,,,,,
7.105343313666701,3.7572625756729394,0.05172413793103448,-0.16760998055196336,-6.704399222078534,,,,,,,,7.884707307520001e-05,-0.33249927405267954,1.6721598887816072,0.9044412588700652,-21.344798356294632,1280
8.749441235323836,3.5722071402706206,0.005639097744360902,-0.2306176811337483,-7.149148115146198,,,,,,,,,,,,,
9.075170562793557,3.846146759344265,0.09090909090909091,-0.21126647582967575,-6.760527226549624,,,,,,,,7.87340996608e-05,-0.3464456908404827,1.7900976985692978,0.8999401209875941,-21.787907361984253,1344
8.761733602709553,3.7194282736163586,0.01818181818181818,-0.21682658185514364,-6.9384506193645965,,,,,,,,,,,,,
,,,,,73.25,22,5.793722829999999,495,11382,152,0.04981875792145729,,,,,,
8.32331079116606,3.3804165513720363,0.06666666666666667,-0.24145676274077546,-7.485159644964039,,,,,,,,7.862120775680001e-05,-0.35782404243946075,1.8240285869687796,0.8955015847459435,-22.184568136930466,1408
6.424428107928413,2.268307747785002,0.009708737864077669,-0.2814156181044808,-7.598221688820981,,,,,,,,,,,,,
16.5600699692897,11.92060243349988,0.2857142857142857,-0.11349403359291751,-6.015183780424628,,,,,,,,7.85083973632e-05,-0.3874604166485369,1.9067039676010609,0.8910222239792347,-22.834385454654694,1472
13.529133693095822,9.235441121505573,0.023809523809523808,0.1996888618215185,9.984443091075924,,,,,,,,7.839566848000002e-05,-0.4051161459647119,1.8834244571626186,0.8865456087514758,-23.169229358434677,1536
,,,,,70.35,22,4.80435901,503,11539,156,0.04981977120041847,,,,,,
12.429318936869716,28.012458639917895,0.1277533039647577,-0.02359795090436749,-3.870063948316268,,,,,,,,7.817045524479999e-05,-0.4412946687079966,2.3890863731503487,0.8776591038331389,-24.26761105656624,1664
12.031863214431379,27.985972486436367,0.11440677966101695,0.2991046599348052,50.54868752898208,,,,,,,,7.783324671999999e-05,-0.47920537553727627,2.127850152552128,0.8646972915157676,-25.083220928907394,1856
4.226833171045919,3.195510624209419,0.06818181818181818,-0.12686760059100785,-7.358320834278455,,,,,,,,7.77210068992e-05,-0.4935571304522455,2.2178169935941696,0.8604724844917655,-25.497254014015198,1920
6.136403855144088,2.0236475258134305,0.13333333333333333,-0.3178309971517193,-7.945774928792983,,,,,,,,,,,,,
,,,,,71.05,22,4.60023953,522,11951,160,0.04982337728142738,,,,,,
12.195197461185227,6.784591916948557,0.1276595744680851,-0.14715399205027874,-6.180467666111707,,,,,,,,7.76088485888e-05,-0.4933733446523547,2.233318068087101,0.856312139891088,-26.067579090595245,1984
7.057061691797527,2.8025648311595432,0.007352941176470588,-0.2671828098381605,-8.282667104982975,,,,,,,,,,,,,
9.454145665103331,3.9702857923693955,0.041666666666666664,-0.18473386468603306,-5.911483669953058,,,,,,,,7.74967717888e-05,-0.5102216550149024,2.1942720655351877,0.8522501932457089,-25.97478097677231,2048
8.24475797601416,2.9778222758322954,0.005235602094240838,-0.2856731762061295,-7.998848933771625,,,,,,,,,,,,,
,,,,,69.12,22,3.871102450000001,530,12080,164,0.04981951043009758,,,,,,
15.969618323979573,21.235530631733127,0.27380952380952384,0.042395712892679016,4.112384150589865,,,,,,,,7.727286272e-05,-0.552477206569165,2.495508011430502,0.8440928561612964,-26.843301713466644,2176
4.843857686258297,1.6238900227472186,0.008771929824561403,-0.282715496965922,-7.350602921113973,,,,,,,,,,,,,
18.144393802743895,17.0978296904359,0.06746031746031746,-0.0720553692077298,-4.971820475333356,,,,,,,,7.716103045120001e-05,-0.5474321842193604,2.294648827984929,0.8400505278259516,-27.10546377301216,2240
18.551099119760856,91.3476397888735,0.30927835051546393,0.36085634676124145,128.8257157937632,,,,,,,,7.649174855680001e-05,-0.6232570968568325,2.4942006021738052,0.8167140232399106,-29.25226253271103,2624
,,,,,69.52,22,4.4870145,563,12625,168,0.049813270568847656,,,,,,
15.321528533017354,8.704384977230802,0.23076923076923078,-0.0021589084991937143,-0.09067415696613601,,,,,,,,,,,,,
10.890550400163521,15.054107491858304,0.027777777777777776,0.2568258801043047,25.939413890534773,,,,,,,,7.626930667519999e-05,-0.6478767218068242,2.9043766856193542,0.8091386305168271,-29.63790261745453,2752
15.596845585098755,8.652428376721218,0.15517241379310345,0.03069012655578397,1.2582951887871427,,,,,,,,7.615820800000001e-05,-0.6563458573073149,2.6021055430173874,0.8054178645834327,-30.103358685970306,2816
15.002561782228293,8.109751748619601,0.03333333333333333,0.1550398385067778,6.201593540271112,,,,,,,,,,,,,
,,,,,68.1,22,4.3039752700000005,574,12845,172,0.04981328919529915,,,,,,
12.018187211300033,7.206968504469842,0.1206896551724138,0.022888324194236767,1.0070862645464178,,,,,,,,7.60471908352e-05,-0.6768913362175226,2.879720851778984,0.801683546975255,-30.328938871622086,2880
7.507235442867181,6.684096566517837,0.016853932584269662,-0.07109790662278932,-4.763559743726884,,,,,,,,7.593625518079999e-05,-0.6841443683952093,2.7643357515335083,0.7979821292683482,-30.856728434562683,2944
6.281045962461816,3.2947374446084723,0.06818181818181818,-0.19610412572429747,-7.844165028971899,,,,,,,,7.582540103679999e-05,-0.6880840882658958,2.8129337280988693,0.7943334551528096,-30.983387142419815,3008
15.071437982481356,9.836683081113733,0.02932551319648094,0.10506113224526355,5.0429343477726505,,,,,,,,,,,,,
,,,,,66.47,22,3.8959405000000005,584,13040,176,0.04981272667646408,,,,,,
17.467955789673166,14.027908041141927,0.3111111111111111,0.1583455374787209,9.342386711244533,,,,,,,,7.57146284032e-05,-0.7047125091776252,3.021248759701848,0.7907203184440732,-31.10966369509697,3072
18.373685355726867,17.82251470000483,0.05013927576601671,0.15948688542131886,11.32356886491364,,,,,,,,7.560393728e-05,-0.726969862356782,2.576031856238842,0.7870791358873248,-31.772014290094376,3136
14.976428024707475,9.768483399879187,0.2619047619047619,0.1604397418038035,7.701107606582568,,,,,,,,7.549332766720002e-05,-0.7345742424950004,2.8250845056027174,0.7834555292502046,-31.623648583889008,3200
21.787276719151798,40.57902761059813,0.12048192771084337,0.11287936025626695,15.238713634596039,,,,,,,,7.52723529728e-05,-0.7495847698301077,2.5050779283046722,0.776331982575357,-32.28416618704796,3328
,,,,,66.6,22,3.9674728099999994,601,13349,180,0.04981416091322899,,,,,,
18.83813410067379,69.55777191347443,0.3303964757709251,0.25588873086687197,68.57817987232168,,,,,,,,7.48313817088e-05,-0.7960860012099147,2.8427700102329254,0.762134057469666,-33.14768987894058,3584
