custom/total_reward,custom/avg_speed,custom/mean_reward,custom/routes_completed,custom/total_distance,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/std,time/episodes,train/actor_loss,train/n_updates,train/critic_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss
-7.490661054376515,8.963784543423651,-0.258298657047466,0.004405286343612335,3.335493551567197,,,,,,,,,,,,,
-0.7334401997346127,28.542775473728874,-0.009284053161197629,0.055062166962699825,30.93409821530804,,,,,,,,-19.803579032421112,1088,2.170396627858281,0.9138339012861252,8.377307596497042e-05,-0.30355123500339687
-5.552966236634912,9.726025393040437,-0.13543820089353445,0.01072961373390558,5.367797830142081,,,,,,,,,,,,,
-6.32232541997419,7.620263530776201,-0.1756201505548386,0.006263048016701462,3.5732087660580873,,,,,,,,-20.18138912320137,1152,2.223686268553138,0.9089622059836984,8.368347481372782e-05,-0.3107830414082855
,,,,,76.24,7.86778584,26,427,11150,0.04981956630945206,144,,,,,,
-7.620081723078822,7.054831022004056,-0.2177166206593949,0.004282655246252677,3.1677115495549515,,,,,,,,,,,,,
-7.130614442038395,7.44441576191282,-0.19271930924428093,0.006787330316742082,3.6213857415132225,,,,,,,,-20.77446284890175,1216,2.139236961491406,0.9041804578155279,8.359392189349112e-05,-0.3291376195847988
-6.596267487145777,6.319300955916948,-0.1403461167477825,0.006048387096774193,3.930820792214945,,,,,,,,-21.229937076568604,1280,2.093775160610676,0.8994322624057531,8.350441720426036e-05,-0.3508200868964195
-6.712076745913277,8.887862737809849,-0.2097523983097899,0.007425742574257425,3.7287966108415276,,,,,,,,,,,,,
,,,,,74.83,7.108930520000002,25,435,11297,0.049821313470602036,148,,,,,,
-6.534619210575228,9.054198699284656,-0.21079416808307186,0.006276150627615063,3.6657936489209533,,,,,,,,,,,,,
-6.658023869990766,8.3001219538855,-0.21477496354808923,0.007159904534606206,3.4018678395077586,,,,,,,,-21.729283958673477,1344,1.8928367998450994,0.8946875771507621,8.341496074603551e-05,-0.36592725152149796
-6.098436453233015,6.549433576218381,-0.22586801678640797,0.002824858757062147,2.3438258874230087,,,,,,,,,,,,,
-7.016933737764624,6.937832353406747,-0.2598864347320231,0.0035714285714285713,2.481355238240212,,,,,,,,-22.148475259542465,1408,1.9867234230041504,0.8900064071640372,8.332555251881658e-05,-0.37782333861105144
,,,,,73.15,6.673372519999999,25,443,11409,0.049820467829704285,152,,,,,,
-7.181192655661924,5.314220679189992,-0.29921636065258017,0.00392156862745098,1.6106442352756858,,,,,,,,,,,,,
-7.001341360196486,5.895944362907218,-0.2917225566748536,0.0035398230088495575,1.8965739842969924,,,,,,,,,,,,,
3.116491631597304,23.321795069186777,0.04721957017571673,0.0430327868852459,21.06566208600998,,,,,,,,-22.7901508808136,1472,2.4073856696486473,0.8852897128090262,8.323619252260355e-05,-0.4087766231968999
-7.056820081402373,4.335209627417703,-0.11960712002376904,0.0064794816414686825,3.3775630897325755,,,,,,,,-23.268644839525223,1536,2.0200317688286304,0.8805725956335664,8.314688075739645e-05,-0.4275299543514848
,,,,,71.22,5.7068199800000015,25,452,11578,0.04982380196452141,156,,,,,,
3.6767110073303897,7.307900265162864,0.02941368805864312,0.026200873362445413,12.545700969174504,,,,,,,,-24.213917911052704,1664,2.367574516683817,0.8712010877206922,8.296840192e-05,-0.4669712712056935
63.16200274333062,12.076961592211708,0.37373966120313973,0.045,28.081649870378897,,,,,,,,-25.534579664468765,1856,2.1769741121679544,0.8575278939679265,8.270104539644972e-05,-0.5081598865799606
-6.852302157060665,3.218256024135641,-0.12458731194655755,0.004830917874396135,2.35990505781956,,,,,,,,-25.62959086894989,1920,2.4926373045891523,0.8530742507427931,8.261202301727812e-05,-0.522468701004982
-7.48136331339752,6.957448903117969,-0.28774474282298157,0.003289473684210526,2.3384358331095427,,,,,,,,,,,,,
,,,,,72.12,5.7243175399999995,25,466,11949,0.04982843995094299,160,,,,,,
-7.539135348451882,6.140665394198123,-0.3277884934109514,0.0045662100456621,1.7930304538458586,,,,,,,,-25.9660946726799,1984,2.404252080246806,0.848673309199512,8.252304886911243e-05,-0.524798892904073
-7.4264554396797715,7.511779288582734,-0.22504410423272034,0.005681818181818182,3.2218963354243897,,,,,,,,,,,,,
-7.609083675950586,8.225346431415971,-0.24545431212743826,0.005597014925373134,3.283820259384811,,,,,,,,-26.089767456054688,2048,2.4968984741717577,0.8443798162043095,8.243412295195266e-05,-0.5393114625476301
-7.389527923613848,9.226056379322127,-0.25481130771082233,0.006147540983606557,3.4685744964517653,,,,,,,,,,,,,
,,,,,69.51,4.681457160000001,25,473,12061,0.04982718452811241,164,,,,,,
-7.4603943004705116,9.388385638311851,-0.26644265358823255,0.006160164271047228,3.4026297670789063,,,,,,,,,,,,,
38.71785771176347,15.438984910081933,0.43997565581549397,0.04481132075471698,18.849357556551695,,,,,,,,-26.9004123210907,2176,2.718710443004966,0.8357668425887823,8.225641581065089e-05,-0.5876802867278457
-6.344034023340875,10.305969206093629,-0.18125811495259642,0.010822510822510822,4.812818901613355,,,,,,,,,,,,,
-0.4189427018511669,19.271740870212493,-0.00634761669471465,0.03469387755102041,17.34174615330994,,,,,,,,-26.9736148416996,2240,2.654700605198741,0.831490502692759,8.216763458650888e-05,-0.5833930638618767
,,,,,68.29,4.609522799999999,25,483,12274,0.049823954701423645,168,,,,,,
72.29336235840303,20.76197410471041,0.2065524638811515,0.15160349854227406,100.39100456261076,,,,,,,,-28.3653225004673,2624,2.5833778120577335,0.8068427769467235,8.163596009278106e-05,-0.664981753565371
2.7788543468159155,20.01369442059326,0.056711313200324805,0.01875901875901876,13.3165517677553,,,,,,,,,,,,,
-3.240310559118077,5.250741538874843,-0.03812130069550679,0.010479041916167664,6.005654585082084,,,,,,,,-29.03445664048195,2752,2.573015693575144,0.7988154087215662,8.14591211095858e-05,-0.6918051978573203
8.409894244370651,36.55361261662691,0.09893993228671355,0.1,42.75243177241646,,,,,,,,-29.153826594352722,2816,2.7269794922322035,0.7948779100552201,8.137077396449704e-05,-0.6949288742616773
,,,,,70.75,5.121514609999999,25,504,12839,0.049819331616163254,172,,,,,,
5.44865143281732,13.231856017801764,0.12972979601946,0.019656019656019656,7.609122522408143,,,,,,,,-29.38333821296692,2880,2.7656892370432615,0.7909394884482026,8.12824750504142e-05,-0.7250723764300346
-3.5731666635198716,9.886395206841971,-0.0489474885413681,0.01818181818181818,9.74662238205201,,,,,,,,-29.861659169197083,2944,2.6489448603242636,0.7870310666039586,8.119422436733729e-05,-0.725161706097424
-6.868373569342035,7.049152705060719,-0.15972961789167522,0.009324009324009324,4.017345075728372,,,,,,,,-29.77587127685547,3008,2.7622345127165318,0.7831924417987466,8.110602191526628e-05,-0.7308052685111761
20.68779656851767,21.575478285581433,0.3447966094752945,0.04433497536945813,17.669298196211457,,,,,,,,,,,,,
,,,,,69.74,4.671006789999999,25,515,13053,0.04981875792145729,176,,,,,,
15.2321476302137,33.784360982616455,0.1280012405900311,0.10207939508506617,55.34581385180354,,,,,,,,-30.36798667907715,3136,2.705160528421402,0.7755552148446441,8.092976170414202e-05,-0.7674684785306454
11.841983356112795,22.9001196296706,0.1537919916378285,0.05714285714285714,24.155145788565278,,,,,,,,-30.696466952562332,3200,2.789316413924098,0.7717562532052398,8.084170394508876e-05,-0.7799720587208867
7.5996419442117045,7.881379053393599,0.08084725472565643,0.01996007984031936,10.017882654847199,,,,,,,,-31.286655604839325,3328,2.530251270160079,0.7642733221873641,8.066573312e-05,-0.7927012424916029
98.74841626588737,21.707217347672575,0.26054991099178726,0.2483221476510067,113.4245144748129,,,,,,,,-32.35939082503319,3712,2.856718774884939,0.7421060567721725,8.013897818887575e-05,-0.8903389582410455
,,,,,73.25,5.445896670000001,24,548,13718,0.04981659725308418,180,,,,,,
