custom/mean_reward,custom/total_distance,custom/routes_completed,custom/avg_speed,custom/total_reward,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,rollout/ep_rew_mean,train/std,attention/throttle_share/lidar,attention/throttle_share/angle,attention/throttle_share/prev_action,attention/throttle/speed,attention/throttle/cam,attention/throttle_share/waypoints,attention/steer/speed,attention/steer_share/angle,attention/throttle/angle,attention/steer/sensors,attention/steer_share/lidar,attention/throttle/sensors,attention/steer/cam,attention/steer_share/prev_action,attention/steer_share/waypoints,attention/throttle_share/maneuver,attention/throttle/maneuver,attention/steer/maneuver,attention/steer_sensors_vs_route,attention/steer_share/cam,attention/steer/route,attention/steer_share/speed,attention/throttle/waypoints,attention/steer/waypoints,attention/steer_share/maneuver,attention/throttle/lidar,attention/steer/angle,attention/throttle_share/speed,attention/throttle/prev_action,attention/throttle/route,attention/steer/lidar,attention/steer/prev_action,attention/throttle_share/cam,train/actor_loss,train/critic_loss,train/ent_coef_loss,train/ent_coef,train/learning_rate,train/n_updates
-0.014499570088084153,19.183236338663846,0.012507106310403639,15.34665456053552,-1.3194608780156578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09953892687295997,15.751407892093994,0.007615421227986673,14.360998743378508,-7.963114149836797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014312341976733279,24.18026995123364,0.013001695873374788,17.95557139724928,1.4026095137198613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.14252866968506273,9.497411252232268,0.005577244841048522,11.983228205494672,-8.266662841733638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.69,8064,278,112,28,-5.850350990000003,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.07167638591265088,12.499707057606429,0.005208333333333333,13.658743601503621,-4.802317856147609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1267577429174852,8.453492779663065,0.004,10.516788375910021,-7.478706832131627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1687482355690932,6.698517159267794,0.002542372881355932,9.511121162999187,-8.774908249592848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08384213653189632,12.851730563677847,0.008541392904073587,12.878352134938197,-6.120475966828431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.51,8311,287,116,28,-5.913869140000002,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16023234417702886,7.058197814913001,0.0036553524804177544,10.010445090675912,-8.332081897205502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12320217254392025,9.815612728940323,0.004424778761061947,11.97845931344438,-7.392130352635215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08474928926897202,11.851796162314713,0.007389162561576354,13.772334337784631,-5.339205223945237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.06257427005515234,17.331253479933366,0.01115485564304462,14.872687486737611,-5.318812954687949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.51,8567,297,120,28,-5.856778650000001,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.06702664620791682,14.009704636177048,0.007197696737044146,14.013413465975342,-4.892945173177928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05745330315548567,16.935686378506944,0.0077661032434901784,15.442998714269242,-4.5962642524388535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16493713956072972,7.110138668911532,0.0030581039755351682,10.290009351262292,-8.411794117597216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10171829341018412,12.209136500256136,0.006594724220623501,12.7485413063467,-7.120280538712889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.5,8837,306,124,28,-5.872766150000001,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09139795805498131,10.120958974584937,0.00404040404040404,11.947979462348272,-5.666673399408841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.048780105146312154,17.402524251607247,0.010889292196007259,14.084263206091112,-4.390209463168094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12056766511704148,9.973111790139228,0.004739336492890996,11.606081506396713,-7.595762902373613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08637997823111591,11.869783589616418,0.005717008099094807,12.38937055150383,-6.046598476178114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.63,9118,317,128,28,-5.868658729999998,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1505215186412783,8.86382671870524,0.004822182037371911,11.239921242594747,-8.73024808119414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0720710364083452,12.528085382655263,0.0062402496099844,13.086859414463195,-5.044972548584163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09278901571832673,11.669783077260945,0.005792522380200105,11.679124138296803,-6.773598147437852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.13494382496118354,9.976073505356908,0.0053792361484669175,12.202362690086682,-8.096629497671012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,71.55,9375,327,132,28,-5.9337116100000005,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0161644131293661,27.73578649375122,0.011299435028248588,18.325165412555794,-1.7780854442302712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08908236616356545,11.292880801483989,0.005702436495593572,12.325940621406383,-5.9685185329588855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.008917477156524316,36.750958166085184,0.018257694314032343,20.342956042798935,1.1681895075046853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03205657295205471,17.471055433852598,0.010018785222291797,16.12017579911652,-2.532469263212322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,72.33,9758,341,136,28,-5.747941740000001,0.22313019633293152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10418953360287612,9.287598906841595,0.004435682602267127,10.832766781493303,-6.563940616981196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0368088808161212,25.029497482682928,0.010656436487638534,16.0905297526923,4.159403532221695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1311789840157138,9.153133245476056,0.004271222637479978,11.200786835039613,-7.870739040942828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24.975425720214844,4.935291767120361,6.84313440322876,0.0028536568861454725,0.02654651738703251,3.056999921798706,0.006523005664348602,6.773070812225342,0.0025312367361038923,0.05595961958169937,26.726755142211914,0.027632789686322212,0.05112525820732117,6.409293174743652,2.360450267791748,2.866001605987549,0.001469929120503366,0.0023446830455213785,5.937825679779053,49.19717788696289,0.009424259886145592,6.277004718780518,0.0015678891213610768,0.0024529583752155304,2.256258249282837,0.012809519656002522,0.007038513198494911,5.563932418823242,0.0035097405780106783,0.004106785636395216,0.027774199843406677,0.006660479120910168,51.75920486450195,,,,,,
-0.08879478188593902,10.329119289875962,0.006134969325153374,10.818356509606598,-6.215634732015731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.381908416748047,2.790600061416626,-0.01915198564529419,0.9942704439163208,9.997998359677564e-05,59
,,,,,72.32,10060,353,140,28,-5.66516494,0.22314225137233734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.020986702845203216,18.655436688830378,0.008351648351648353,12.92868232710636,-2.2036037987463377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.509329795837402,2.598973512649536,-0.05783890187740326,0.9839155673980713,9.997977665770138e-05,163
-0.1365440900826384,9.072560166125186,0.005491153142159854,11.303609432987445,-8.056101314875665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2933197021484375,1.6697015762329102,-0.07441890239715576,0.9782553315162659,9.997966124946497e-05,221
-0.15639335846743058,7.384485037066042,0.002872384078785392,10.890918660734028,-7.819667923371529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.855590343475342,1.9493110179901123,-0.1006179228425026,0.9734906554222107,9.997956374945536e-05,270
-0.10224789805685629,13.746681781485677,0.006660323501427212,12.22037739219568,-8.384327640662216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.485721588134766,1.6869487762451172,-0.11713102459907532,0.9656296968460083,9.997940257607487e-05,351
,,,,,72.28,10352,367,144,28,-5.675224839999999,0.22309735417366028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10239256333563508,11.486934512329753,0.005107252298263534,11.835086950348298,-7.269871996830091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.533206939697266,0.969016432762146,-0.13194182515144348,0.958960235118866,9.997926329054254e-05,421
-0.1418224670688801,8.326640054176096,0.0033755274261603376,10.196550353867334,-8.509348024132807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.217273712158203,1.1786167621612549,-0.14607416093349457,0.9532294273376465,9.997914589281248e-05,480
-0.09439655370194278,12.74282764759846,0.006,13.723166184942485,-6.418965651732108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.155421257019043,0.6267824769020081,-0.17791496217250824,0.9468463063240051,9.997901257683012e-05,547
-0.11308482961191972,7.45444177556783,0.0031746031746031746,10.265780370835524,-5.993495969431745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.150442123413086,0.9645427465438843,-0.19665449857711792,0.9419227242469788,9.997890910777108e-05,599
,,,,,72.14,10600,379,148,27,-5.666650299999999,0.22305893898010254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.07103256714757987,11.986353390384465,0.005115089514066497,11.218471276657464,-5.54054023751123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.844894409179688,0.7463778257369995,-0.20301833748817444,0.9347528219223022,9.997875589407091e-05,676
-0.10880720983402901,10.146303315996192,0.006049606775559589,10.314718327274425,-7.834119108050089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.622682571411133,0.6934930086135864,-0.22952276468276978,0.9281877875328064,9.997861461920519e-05,747
-0.16542060272221895,5.904685636458453,0.002642706131078224,8.44128451578907,-8.601871341555386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.821558952331543,1.8729780912399292,-0.2315002679824829,0.9234312176704407,9.997851314013821e-05,798
-0.13669767276262576,7.361980827874504,0.004490057729313663,10.243433603954713,-7.2449766564191656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.484439849853516,0.5954307317733765,-0.27602332830429077,0.9186720252037048,9.997840967133888e-05,850
,,,,,71.14,10851,391,152,27,-5.857408,0.22303883731365204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1391953822451705,8.60564962751232,0.004920721705850191,10.722052685809713,-8.21252755246506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.064645767211914,0.99648517370224,-0.3086302578449249,0.9133732914924622,9.997829426389543e-05,908
-0.15997235007132776,6.841892173048109,0.003924133420536298,9.385752741413045,-8.638506903851699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.655704498291016,0.7990748882293701,-0.3690900206565857,0.9085279107093811,9.997818880542804e-05,961
-0.18079550504339312,5.861842994898325,0.0021987686895338612,8.690017745188893,-9.039775252169656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.511798858642578,0.8130878210067749,-0.3596020042896271,0.9041787385940552,9.997809130614e-05,1010
-0.03362841599536604,18.692686974740354,0.009888751545117428,15.133610465160773,-3.0265574395829438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.431983947753906,0.7549233436584473,-0.43861180543899536,0.8962507843971252,9.997791421571861e-05,1099
,,,,,70.8,11100,403,156,27,-5.94569809,0.22301925718784332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1579015283106617,6.266307709302055,0.0026155187445510027,8.944327017136827,-8.210879472154408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.609020233154297,0.8677826523780823,-0.3260401487350464,0.8917128443717957,9.997781273700887e-05,1150
-0.02478858839973519,16.20231988048181,0.00842548709847288,14.762999065156446,-1.9830870719788152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.166866302490234,0.9305065870285034,-0.24630498886108398,0.8849037289619446,9.99776555445999e-05,1229
-0.2638239125784685,3.1407159795053303,0.0017231476163124641,6.940628887058717,-8.970013027667928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.47865104675293,1.1073116064071655,-0.3941342830657959,0.8820693492889404,9.997758988198482e-05,1262
-0.10465072547435963,10.638961800956167,0.006723442402510085,10.520821829566708,-7.744153685102613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.003738403320312,0.9260624647140503,-0.3823019862174988,0.875572681427002,9.997744462839814e-05,1335
,,,,,70.34,11336,414,160,27,-5.980150010000001,0.22299154102802277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.09491023893807118,7.617230640724301,0.0036084799278304014,8.926358782468357,-5.8844348141604135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.886890411376953,1.5369210243225098,-0.41655153036117554,0.8702473640441895,9.997732325219473e-05,1396
-0.16186906041837862,6.702662933297688,0.003056546102903719,9.335020708976236,-8.579060202174066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.802474975585938,0.9456501007080078,-0.5876142978668213,0.8657789826393127,9.997721978401421e-05,1448
-0.061280979917405685,14.444488904438913,0.007295719844357977,14.055865450250188,-4.596073493805426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.59969139099121,0.9397958517074585,-0.5384258031845093,0.8595975637435913,9.997707254092702e-05,1522
-0.02412359136600245,23.875146671081893,0.010252029047415635,17.525301118452347,-2.3882355452342425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.233123779296875,2.3266565799713135,-0.5733587145805359,0.8514143824577332,9.99768775434928e-05,1620
,,,,,70.36,11621,428,164,27,-5.96096906,0.22297796607017517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12408492902225565,8.171496476745233,0.005583126550868486,9.532714775662615,-7.817350528402106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.022838592529297,1.6841775178909302,-0.675200879573822,0.8461754322052002,9.997675417786779e-05,1682
-0.07956533196431534,14.132661985349841,0.007444168734491315,12.907748550278551,-6.365226557145228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.686016082763672,0.810559093952179,-0.5369077920913696,0.8396952152252197,9.997659698629516e-05,1761
-0.10228982563999074,10.772541884332895,0.004984141368373357,11.779683672401271,-6.853418317879379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.118701934814453,1.0031911134719849,-0.6519460678100586,0.8342013359069824,9.997646566178541e-05,1827
-0.11227813738846021,9.10547209950164,0.005294117647058823,9.804618269130447,-7.634913342415294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.437124252319336,1.626431941986084,-0.7057870626449585,0.828681230545044,9.997633234759899e-05,1894
,,,,,70.28,11895,441,168,26,-6.0092848299999995,0.22296245396137238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0451613913848968,40.80355634144507,0.020582329317269075,19.716955023149126,6.77420870773452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.469070434570312,1.3691906929016113,-0.6339092254638672,0.8165442943572998,9.997603587308682e-05,2043
-0.08738917677474993,11.67827459750697,0.004653130287648054,12.395782922930112,-6.029853197457745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.3037109375,1.185238003730774,-0.6359732151031494,0.8110431432723999,9.997590056942939e-05,2111
-0.11644854889912339,9.006672919495031,0.004754358161648178,9.434372453061478,-8.151398422938637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.908275604248047,0.9575536847114563,-0.6314685344696045,0.8055607676506042,9.99757632761064e-05,2180
0.026973961596010988,50.36310294875875,0.029036004645760744,20.60727873214535,4.774391202493945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.964149475097656,1.3151133060455322,-0.7448558807373047,0.7917543649673462,9.997541307907383e-05,2356
,,,,,71.52,12357,461,172,26,-5.913939009999999,0.2229282706975937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.08628636668578826,82.4426946383901,0.055039787798408485,26.72526440933033,19.241859770930784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.293458938598633,0.9416407942771912,-0.8154010772705078,0.7747101783752441,9.997497135415054e-05,2578
-0.03377934052497888,18.29231753211934,0.011853959222380275,14.318035085029837,-3.1414786688230354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.293224334716797,0.9775987863540649,-0.7374453544616699,0.7677939534187317,9.997478829726255e-05,2670
-0.053645544062477256,14.369933410780504,0.006920415224913495,12.013166730838641,-4.667162333435521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.605308532714844,0.9930353164672852,-0.9839015603065491,0.7614100575447083,9.997461717901958e-05,2756
0.1234178241318379,236.5398654160963,0.11849020544672718,23.318936134692482,90.2184294403735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.472686767578125,0.7545974254608154,-0.9717849493026733,0.7089299559593201,9.997316466962837e-05,3486
,,,,,79.54,13487,518,176,26,-4.655066609999999,0.22283048927783966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0448067404335971,91.0201685547363,0.04336329984135378,19.68384070709842,14.965451304821432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.53183364868164,1.7042956352233887,-1.0160861015319824,0.68621426820755,9.997250209009937e-05,3819
0.12863456140336338,66.05334184243111,0.04107031736154325,19.887691260858894,30.872294736807213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.596729278564453,0.8635731935501099,-1.380986213684082,0.6704450249671936,9.997202654639229e-05,4058
-0.1018722393400412,11.698470899835229,0.006567164179104477,12.387763559882469,-7.029184514462843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.602834701538086,0.8598573803901672,-1.3271366357803345,0.6659573316574097,9.997189124546157e-05,4126
0.08171361957287501,108.38670911639929,0.05347326336831584,22.28065389221592,28.68148047007913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.643409729003906,0.7088840007781982,-1.2862977981567383,0.6437736749649048,9.997119484506804e-05,4476
,,,,,86.59,14477,562,180,25,-3.7414766399999992,0.22276639938354492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.04246966328696983,110.36452991095575,0.07256637168141593,22.831618184419828,14.82191248715247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.33165168762207,0.5802509784698486,-1.6032721996307373,0.6224626898765564,9.997050242652221e-05,4824
0.02866046599519898,53.63083742395975,0.021873710276516713,21.204180008645874,5.244865277121413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.674907684326172,0.6812252998352051,-1.1336538791656494,0.6115454435348511,9.997014030054137e-05,5006
0.12618774462954263,331.1797307403758,0.1254538120209762,26.409787970274706,114.07372114510653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.53781509399414,0.5019443035125732,-1.9701077938079834,0.5598412156105042,9.996834360830799e-05,5909
0.21053981603347963,751.0703538421076,0.2939469320066335,27.63703417200762,412.2369597935531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.46780776977539,0.24709810316562653,-2.0551679134368896,0.4618220031261444,9.996444983597986e-05,7866
,,,,,117.45,17867,709,184,25,1.9242922900000001,0.22262191772460938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.23004960534076133,532.7963490044931,0.25526579739217653,30.812222456196768,286.6418082545886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.407991409301758,0.2572520971298218,-2.489412307739258,0.4083477556705475,9.996197274404169e-05,9111
,,,,,,,,,,,,9.906442642211914,1.852168321609497,14.67443561553955,0.004968035966157913,0.03461086004972458,12.269815444946289,0.0427340492606163,2.56758189201355,0.0012891761725768447,0.25619935989379883,5.915949821472168,0.03829947113990784,0.21944130957126617,29.4978084564209,29.412681579589844,4.433866024017334,0.003086131066083908,0.009442893788218498,0.997444748878479,26.342487335205078,0.25685569643974304,5.129941940307617,0.008540235459804535,0.24501702189445496,1.1335573196411133,0.006895243190228939,0.02138877660036087,7.137610912322998,0.010213938541710377,0.01104673556983471,0.04928174987435341,0.24572613835334778,49.72565841674805,-23.454015731811523,0.18728993833065033,-2.486191749572754,0.3740186393260956,9.996020596960201e-05,9999
0.24288586790777014,561.3768876085524,0.33835530445699935,33.04206897678903,297.29230231911066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.18623161315918,0.27700334787368774,-3.7100775241851807,0.3618149757385254,9.995953945404198e-05,10334
0.24497080797365345,383.58470038318774,0.15341880341880343,33.42219582921455,202.5908581942114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.020143508911133,0.13600030541419983,-3.873563766479492,0.3333776295185089,9.995789605506872e-05,11160
0.08886140229761699,257.24739871313795,0.17424242424242425,33.11206675810339,49.76238528666551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.188796997070312,0.3333715796470642,-2.9349136352539062,0.3154827654361725,9.995678388356387e-05,11719
,,,,,153.45,21720,882,188,24,10.58366628,0.22250570356845856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1615976075801855,115.33115210657706,0.05125815470643057,27.554792474769837,48.80247748921602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.99737548828125,0.25307297706604004,-3.2646231651306152,0.30625662207603455,9.995618502455998e-05,12020
